Year,Player,Position,College,40,Vertical,Broad,Shuttle,Bench
2019,Sean Bunting,CB,Central Michigan,4.42,41.5,126,,14
2013,Xavier Rhodes,CB,Florida State,4.43,40.5,132,,14
2018,Keke Coutee,WR,Texas Tech,4.43,34.5,113,4.15,14
2009,Christopher Owens,CB,San Jose State,4.44,34.5,110,4.16,14
2011,Davon House,CB,New Mexico State,4.44,33.5,109,4.12,14
2011,Justin Rogers,CB,Richmond,4.45,33,114,4.2,14
2021,Nico Collins,WR,Michigan,4.45,37.5,125,4.32,14
2009,Mike Goodson,RB,Texas A&M,4.46,39.5,118,4.22,14
2018,Minkah Fitzpatrick,CB,Alabama,4.46,33,121,,14
2018,J.C. Jackson,CB,Maryland,4.46,35.5,120,,14
2010,Brandon James,RB,Florida,4.47,,,,14
2016,Cody Core,WR,Mississippi,4.47,31.5,119,,14
2016,Wendell Smallwood,RB,West Virginia,4.47,33.5,120,4.28,14
2019,Jaylen Smith,WR,Louisville,4.47,34.5,122,4.48,14
2024,Mike Sainristil,CB,Michigan,4.47,40,131,4.01,14
2007,Bo Smith,CB,Weber State,4.48,33.5,,,14
2008,Charles Godfrey,CB,Iowa,4.48,32.5,121,4.4,14
2012,Justin Blackmon,WR,Oklahoma State,4.48,,,,14
2019,Saquan Hampton,S,Rutgers,4.48,,125,,14
2019,Amani Hooker,S,Iowa,4.48,37,123,4.1,14
2022,Sam Webb,CB,Missouri Western,4.48,,,,14
2006,David Pittman,CB,Northwestern State (LA),4.49,36,128,4.23,14
2010,Chris Chancellor,CB,Clemson,4.49,34,115,4.07,14
2010,Kevin Jurovich,WR,San Jose State,4.49,,,,14
2017,Amba Etta-Tawo,WR,Syracuse,4.49,31,126,4.32,14
2018,Holton Hill,CB,Texas,4.49,31,120,4.15,14
2006,Marcus Maxey,CB,Miami (FL),4.5,41.5,129,,14
2012,Jermaine Kearse,WR,Washington,4.5,34,119,4.12,14
2016,Leonte Carroo,WR,Rutgers,4.5,35.5,120,,14
2016,Josh Doctson,WR,Texas Christian,4.5,41,131,4.08,14
2021,Zech McPhearson,CB,Texas Tech,4.5,40.5,130,4.03,14
2009,Chris Owens,CB,San Jose State,4.51,34.5,110,4.16,14
2012,Dwight Jones,WR,North Carolina,4.51,33,109,,14
2013,B.W. Webb,CB,William & Mary,4.51,40.5,132,3.84,14
2013,Robert Woods,WR,Southern California,4.51,33.5,117,4.47,14
2014,Josh Huff,WR,Oregon,4.51,35.5,115,,14
2019,Olabisi Johnson,WR,Colorado State,4.51,38,124,4.16,14
2020,Shaun Bradley,LB,Temple,4.51,32.5,121,4.24,14
2012,Micah Pellerin,CB,Hampton,4.52,33,116,,14
2012,Shaun Prater,CB,Iowa,4.52,,,,14
2017,Nate Hairston,CB,Temple,4.52,35.5,118,4.45,14
2018,Bo Scarbrough,RB,Alabama,4.52,40,129,4.34,14
2019,Deandre Baker,CB,Georgia,4.52,,118,,14
2020,Harrison Hand,CB,Temple,4.52,41,133,4.27,14
2008,Jaymar Johnson,WR,Jackson State,4.53,32,118,4.18,14
2010,Shawnbrey McNeal,RB,Southern Methodist,4.53,36,117,,14
2013,Blidi Wreh-Wilson,CB,Connecticut,4.53,36,128,4.12,14
2016,Keyarris Garrett,WR,Tulsa,4.53,36.5,128,4.33,14
2019,Stanley Morgan,WR,Nebraska,4.53,38.5,125,4.13,14
2021,Rodarius Williams,CB,Oklahoma State,4.53,36.5,123,4.18,14
2008,Terrell Thomas,CB,Southern California,4.54,30.5,123,,14
2011,Mark Dell,WR,Michigan State,4.54,,,,14
2015,JaCorey Shepherd,CB,Kansas,4.54,,,,14
2017,Quincy Wilson,CB,Florida,4.54,32,116,4.02,14
2018,James Washington,WR,Oklahoma State,4.54,34.5,120,4.32,14
2019,Julian Love,CB,Notre Dame,4.54,36,121,4.1,14
2020,Gabriel Davis,WR,Central Florida,4.54,35,124,4.59,14
2021,Eli Stove,WR,Auburn,4.54,30.5,119,4.4,14
2014,Allen Hurns,WR,Miami (FL),4.55,31,120,4.5,14
2014,Lamarcus Joyner,CB,Florida State,4.55,37.5,123,4.4,14
2017,Zach Pascal,WR,Old Dominion,4.55,36,126,4.29,14
2019,Byron Murphy,CB,Washington,4.55,36.5,120,,14
2011,Tandon Doss,WR,Indiana,4.56,,,,14
2011,Austin Pettis,WR,Boise State,4.56,33.5,120,3.88,14
2013,Mike Edwards,CB,Hawaii,4.56,36,124,4.18,14
2013,Logan Ryan,CB,Rutgers,4.56,32.5,116,4.06,14
2014,Davante Adams,WR,Fresno State,4.56,39.5,123,4.3,14
2021,Lorenzo Burns,CB,Arizona,4.56,33.5,123,4.51,14
2007,Reggie Lewis,CB,Florida,4.57,34,119,,14
2015,Quinten Rollins,CB,Miami (OH),4.57,36.5,122,4.28,14
2016,D.J. Foster,WR,Arizona State,4.57,35.5,117,4.07,14
2018,Chris Jones,CB,Nebraska,4.57,,,,14
2019,Davante Davis,CB,Texas,4.57,37,125,4.15,14
2019,David Sills,WR,West Virginia,4.57,37.5,117,4.28,14
2007,Drisan James,WR,Boise State,4.58,39,129,4.39,14
2008,Lavelle Hawkins,WR,California,4.58,,117,,14
2012,Jordan Jefferson,QB,LSU,4.58,36.5,116,4.06,14
2012,Antwuan Reed,CB,Pittsburgh,4.58,36.5,124,4.2,14
2016,Taveze Calhoun,CB,Mississippi State,4.58,33.5,,,14
2016,Kevin Peterson,CB,Oklahoma State,4.58,35.5,121,4.31,14
2020,Juwan Johnson,WR,Oregon,4.58,33,124,4.37,14
2021,Whop Philyor,WR,Indiana,4.58,31,120,4.38,14
2005,DeCori Birmingham,RB,Arkansas,4.59,34.5,115,4.28,14
2008,Brandon Flowers,CB,Virginia Tech,4.59,30,117,,14
2010,Darius Marshall,RB,Marshall,4.59,35.5,109,4.39,14
2010,Jeremy Williams,WR,Tulane,4.59,36,117,,14
2013,Alan Bonner,WR,Jacksonville State (AL),4.59,33,117,4.15,14
2022,Kennedy Brooks,RB,Oklahoma,4.59,31,120,4.4,14
2007,Trumaine McBride,CB,Mississippi,4.6,34.5,122,4.32,14
2010,Seyi Ajirotutu,WR,Fresno State,4.6,36,115,4.39,14
2019,KeeSean Johnson,WR,Fresno State,4.6,30,117,4.23,14
2007,Eldra Buckley,RB,Tennessee-Chattanooga,4.61,35.5,120,4.43,14
2011,Lestar Jean,WR,Florida Atlantic,4.61,37.5,113,4.43,14
2012,Cliff Harris,CB,Oregon,4.61,36,118,4.19,14
2012,Josh Norman,CB,Coastal Carolina,4.61,33,124,4.23,14
2017,Isaiah Ford,WR,Virginia Tech,4.61,35.5,127,4.34,14
2022,Josh Johnson,WR,Tulsa (OK),4.62,,,,14
2009,Jaison Williams,WR,Oregon,4.63,35.5,118,4.56,14
2012,Jordan White,WR,Western Michigan,4.63,35,119,4.13,14
2015,Keyarris Garrett,WR,Tulsa,4.64,36.5,128,4.33,14
2016,Daryl Worley,CB,West Virginia,4.64,35.5,123,4.15,14
2017,Dare Ogunbowale,RB,Wisconsin,4.65,35,120,4.34,14
2020,Tony Brown,WR,Colorado,4.65,33.5,119,4.27,14
2021,Marlon Williams,WR,Central Florida,4.66,33.5,119,4.57,14
2005,Abraham Elimimian,CB,Hawaii,4.68,39,118,4.05,14
2007,Dwayne Wright,RB,Fresno State,4.69,34,115,4.43,14
2011,DeMarco Sampson,WR,San Diego State,4.69,,,,14
2021,Daniel Crawford,TE,Northern Illinois,4.7,32.5,113,4.45,14
2011,Kendric Burney,CB,North Carolina,4.71,32.5,112,,14
2013,Devin Taylor,DE,South Carolina,4.72,35,128,4.3,14
2016,Duke Williams,WR,Auburn,4.72,30,121,4.47,14
2016,Dadi Nicolas,DE,Virginia Tech,4.74,41,116,4.38,14
2010,Nyan Boateng,WR,California,4.75,36,112,4.69,14
2019,Blace Brown,CB,Troy,4.75,,126,4.22,14
2008,Matterral Richardson,CB,Arkansas,4.76,,114,4.36,14
2008,Adarius Bowman,WR,Oklahoma State,4.77,,,,14
2012,Darron Thomas,QB,Oregon,4.77,36,121,4.28,14
2017,Avery Moss,DE,Youngstown State,4.79,32.5,114,4.62,14
2015,Blake Bell,TE,Oklahoma,4.8,33,116,4.32,14
2008,Tom Santi,TE,Virginia,4.81,36,121,4.27,14
2015,Zach Wagenmann,DE,Montana,4.82,37.5,109,4.26,14
2015,Zack Wagenmann,DE,Montana,4.82,37.5,109,4.26,14
2014,Jerome Smith,RB,Syracuse,4.84,36,116,4.6,14
2020,Michael Divinity,LB,LSU,4.85,31,115,,14
2011,Markus White,DE,Florida State,4.86,32.5,117,4.51,14
2019,Bryson Allen-Williams,LB,South Carolina,4.88,,,,14
2014,Cassius Marsh,DE,UCLA,4.89,32,108,4.25,14
2019,Daniel Helm,TE,Duke,4.89,,,,14
2011,Allen Reisner,TE,Iowa,4.9,28,108,4.59,14
2005,Adell Duckett,DE,Texas Tech,4.96,34.5,104,4.35,14
2015,Kyle Brindza,K,Notre Dame,5.17,,,,14
2013,Marquise Goodwin,WR,Texas,4.27,,132,,13
2017,Jalen Myrick,CB,Minnesota,4.28,37.5,124,4.22,13
2015,Phillip Dorsett,WR,Miami (FL),4.33,37,122,4.11,13
2018,Anthony Averett,CB,Alabama,4.36,31.5,119,4.4,13
2021,Brandin Echols,CB,Kentucky,4.36,42.5,136,4.12,13
2021,Isaiah Dunn,CB,Oregon State,4.38,35.5,127,4.14,13
2018,Avonte Maddox,CB,Pittsburgh,4.39,37,125,4,13
2024,Ladd McConkey,WR,Georgia,4.39,36,124,,13
2010,Kareem Jackson,CB,Alabama,4.4,37.5,118,4.14,13
2014,Donte Moncrief,WR,Mississippi,4.4,39.5,132,4.3,13
2016,Eli Apple,CB,Ohio State,4.4,,,,13
2017,Cordrea Tankersley,CB,Clemson,4.4,29.5,121,4.32,13
2020,Troy Pride,CB,Notre Dame,4.4,35.5,119,4.26,13
2017,KD Cannon,WR,Baylor,4.41,37,119,4.2,13
2005,Scott Starks,CB,Wisconsin,4.42,43,133,3.9,13
2012,Dwight Bentley,CB,Louisiana-Lafayette,4.42,31.5,114,4.5,13
2012,Keshawn Martin,WR,Michigan State,4.42,39.5,122,4.13,13
2021,Tre Brown,CB,Oklahoma,4.42,38,123,4.27,13
2011,Denarius Moore,WR,Tennessee,4.43,36,118,4.15,13
2015,Mario Alford,WR,West Virginia,4.43,34,121,4.07,13
2019,Ashton Dulin,WR,Malone,4.43,38,121,4.22,13
2013,Terry Hawthorne,CB,Illinois,4.44,35.5,116,,13
2019,Michael Jackson,CB,Miami (FL),4.45,40.5,130,4.12,13
2019,Mike Jackson,CB,Miami (FL),4.45,40.5,130,4.12,13
2019,Alex Wesley,WR,Northern Colorado,4.45,38.5,125,4.44,13
2011,Brandon Harris,CB,Miami (FL),4.46,35.5,113,4.12,13
2011,Josh Thomas,CB,Buffalo,4.46,38.5,126,4.15,13
2017,Carlos Henderson,WR,Louisiana Tech,4.46,36,131,4.35,13
2018,Dee Delaney,CB,Miami (FL),4.46,32.5,120,4.25,13
2018,Rashaad Penny,RB,San Diego State,4.46,32.5,120,,13
2020,Tyrie Cleveland,WR,Florida,4.46,39.5,126,,13
2024,Willie Drew,CB,Virginia State,4.46,,,,13
2009,Alphonso Smith,CB,Wake Forest,4.47,34,125,4.38,13
2012,Bill Bentley,CB,Colorado,4.47,31.5,114,4.5,13
2017,Ezra Robinson,CB,Tennessee State,4.47,34,128,,13
2021,Mark Gilbert,CB,Duke,4.48,36,130,4.38,13
2021,Mac McCain,CB,North Carolina A&T,4.48,35.5,123,4.2,13
2015,Dorial Green-Beckham,WR,Missouri,4.49,33.5,119,4.45,13
2018,Andre Chachere,CB,San Jose State,4.49,38,123,4.07,13
2021,Tay Gowan,CB,Central Florida,4.49,35.5,118,4.27,13
2021,Thomas Graham,CB,Oregon,4.49,34.5,121,4.19,13
2011,Armon Binns,WR,Cincinnati,4.5,31.5,118,4.31,13
2011,Brandyn Thompson,CB,Boise State,4.5,33.5,114,4.12,13
2017,Taywan Taylor,WR,Western Kentucky,4.5,33.5,132,4.21,13
2021,Rico Bussey,WR,Hawaii,4.5,38.5,124,4.26,13
2024,Brenden Rice,WR,Southern California,4.5,36.5,119,,13
2014,Shaquelle Evans,WR,UCLA,4.51,34.5,122,4.21,13
2014,Bennett Jackson,CB,Notre Dame,4.51,38,127,4,13
2019,Jordan Brown,CB,South Dakota State,4.51,39.5,128,,13
2009,Jarett Dillard,WR,Rice,4.52,42.5,129,4.41,13
2018,Justin Jackson,RB,Northwestern,4.52,38.5,122,4.07,13
2019,Tony Pollard,RB,Memphis,4.52,35,121,,13
2020,Michael Pittman,WR,Southern California,4.52,36.5,121,4.14,13
2021,Lawrence Woods,CB,Truman State,4.52,37.5,124,4.28,13
2011,Rashad Carmichael,CB,Virginia Tech,4.53,31,116,4.06,13
2011,Taiwan Jones,RB,Eastern Washington,4.53,32,115,4.33,13
2015,Dres Anderson,WR,Utah,4.53,,,,13
2018,Ray-Ray Mccloud,WR,Clemson,4.53,34.5,113,,13
2022,Ty Fryfogle,WR,Indiana,4.53,39,127,4.47,13
2009,Sammie Stroughter,WR,Oregon State,4.54,30,110,4.28,13
2005,Cedrick Williams,CB,Kansas State,4.55,35,121,4.22,13
2010,Antonio Brown,WR,Central Michigan,4.56,33.5,105,4.18,13
2011,Jamar Newsome,WR,Central Florida,4.56,38.5,129,4.22,13
2017,Krishawn Hogan,WR,Marian,4.56,36.5,124,4.21,13
2018,Steven Mitchell,WR,Southern California,4.56,32.5,121,4.4,13
2018,Korey Robertson,WR,Southern Mississippi,4.56,34,123,,13
2014,Todd Washington,CB,Southeastern Louisiana,4.57,,,,13
2019,Riley Ridley,WR,Georgia,4.58,30.5,124,4.28,13
2007,Matt Trannon,WR,Michigan State,4.59,36.5,118,4.34,13
2011,Johnny Patrick,CB,Louisville,4.59,32,110,4.16,13
2020,Azur Kamara,LB,Kansas,4.59,28,121,4.46,13
2021,Donnie Corley,WR,Texas Southern,4.59,34,123,4.29,13
2021,T.J. Simmons,WR,West Virginia,4.59,32,120,4.55,13
2008,Dantrell Savage,RB,Oklahoma State,4.6,32.5,117,,13
2014,Ricardo Allen,CB,Purdue,4.61,35.5,116,4.15,13
2014,Kelvin Benjamin,WR,Florida State,4.61,32.5,117,4.39,13
2014,Stanley Jean-Baptiste,CB,Nebraska,4.61,41.5,127,4.33,13
2017,Artavis Scott,WR,Clemson,4.61,31,116,4.49,13
2010,Stafon Johnson,RB,Southern California,4.62,35.5,118,,13
2010,Kerry Meier,WR,Kansas,4.62,35,115,4.23,13
2015,DaVaris Daniels,WR,Notre Dame,4.62,37,122,,13
2017,Jalen Robinette,WR,Air Force,4.62,31.5,120,4.46,13
2018,Marcell Ateman,WR,Oklahoma State,4.62,34,121,4.25,13
2020,A.J. Green,CB,Oklahoma State,4.62,,,,13
2008,DeJuan Tribble,CB,Boston College,4.63,32,114,,13
2014,Alfred Blue,RB,LSU,4.63,32,121,4.5,13
2017,Trent Taylor,WR,Louisiana Tech,4.63,33,117,4.01,13
2018,Kyle Hicks,RB,Texas Christian,4.63,36.5,122,,13
2019,Jakobi Meyers,WR,North Carolina State,4.63,37,118,4.23,13
2008,Travis Brown,WR,New Mexico,4.64,30,120,4.38,13
2015,Josh Harper,WR,Fresno State,4.64,32,108,4.36,13
2016,Rashard Higgins,WR,Colorado State,4.64,32,116,,13
2008,Chevis Jackson,CB,LSU,4.65,36,125,4.15,13
2014,Cody Hoffman,WR,Brigham Young,4.65,27.5,108,4.2,13
2006,Chris Denney,WR,Nebraska-Omaha,4.66,33,110,4.33,13
2016,Bralon Addison,WR,Oregon,4.66,34.5,116,4.14,13
2005,Brandon Browner,CB,Oregon State,4.67,36.5,120,4.24,13
2020,Tony Jones,RB,Notre Dame,4.68,32.5,119,4.21,13
2008,Danny Amendola,WR,Texas Tech,4.7,27.5,103,4.25,13
2020,Harrison Bryant,TE,Florida Atlantic,4.73,32.5,110,4.37,13
2007,Chaz Williams,CB,Louisiana-Monroe,4.75,32.5,108,,13
2019,Lil'Jordan Humphrey,WR,Texas,4.75,33.5,119,4.29,13
2011,Roc Carmichael,CB,Clemson,4.76,31,116,4.06,13
2012,Cory Harkey,TE,UCLA,5.06,26.5,109,4.69,13
2009,Deon Butler,WR,Penn State,4.31,34.5,118,4.48,12
2009,Louis Murphy,WR,Florida,4.32,,,,12
2012,Ron Brooks,CB,LSU,4.37,38,120,,12
2012,A.J. Jenkins,WR,Illinois,4.37,38.5,124,,12
2020,L'Jarius Sneed,S,Louisiana Tech,4.37,41,131,,12
2015,Ronald Darby,CB,Florida State,4.38,41.5,129,4.14,12
2016,Kevon Seymour,CB,Southern California,4.39,35,124,4.18,12
2024,Roman Wilson,WR,Michigan,4.39,,,,12
2010,Emmanuel Sanders,WR,Southern Methodist,4.4,39.5,126,4.1,12
2021,Asante Samuel,CB,Florida State,4.41,35,124,4.09,12
2011,Curtis Marsh,CB,Utah State,4.42,37.5,123,4.07,12
2012,Danny Coale,WR,Virginia Tech,4.42,35,115,4.15,12
2013,Steve Williams,CB,California,4.42,40.5,128,4.1,12
2015,Nelson Agholor,WR,Southern California,4.42,,,,12
2019,Miles Boykin,WR,Notre Dame,4.42,43.5,140,4.07,12
2024,JhaQuan Jackson,WR,Tulane (LA),4.42,32,118,,12
2009,Sherrod Martin,CB,Troy,4.43,36,123,3.98,12
2013,Corey Fuller,WR,Virginia Tech,4.43,31.5,120,,12
2007,Anthony Arline,CB,Baylor,4.45,34.5,124,4.46,12
2016,Charone Peake,WR,Clemson,4.45,35.5,122,4.46,12
2006,Richard Marshall,CB,Fresno State,4.46,37,129,4.16,12
2009,Andrew Means,WR,Indiana,4.46,34.5,116,4.21,12
2015,Darren Waller,WR,Georgia Tech,4.46,37,125,4.25,12
2019,Dillon Mitchell,WR,Oregon,4.46,36.5,122,4.29,12
2020,Essang Bassey,CB,Wake Forest,4.46,39.5,128,4.13,12
2021,Nick McCloud,CB,Notre Dame,4.46,34,124,4.16,12
2021,Blake Proehl,WR,East Carolina (NC),4.47,36,126,4.2,12
2020,Darnay Holmes,CB,UCLA,4.48,,,,12
2005,Ellis Hobbs,CB,Iowa State,4.49,42,121,4.07,12
2005,Eric King,CB,Wake Forest,4.49,,,,12
2014,Kyle Fuller,CB,Virginia Tech,4.49,38.5,127,4.19,12
2018,TreQuan Smith,WR,Central Florida,4.49,37.5,130,4.5,12
2021,Seth Williams,WR,Auburn,4.49,37,124,4.43,12
2014,Damian Copeland,WR,Louisville,4.5,40,120,3.9,12
2018,Quadree Henderson,WR,Pittsburgh,4.5,32.5,120,4.28,12
2015,Deon Long,WR,Maryland,4.51,34,120,4.27,12
2012,B.J. Cunningham,WR,Michigan State,4.52,31.5,116,,12
2019,Rashad Fenton,CB,South Carolina,4.52,34,117,4.25,12
2014,Mike Evans,WR,Texas A&M,4.53,37,,4.26,12
2015,Nick Marshall,CB,Auburn,4.54,37.5,124,4.15,12
2016,Alonzo Russell,WR,Toledo,4.54,29.5,112,4.33,12
2018,Akrum Wadley,RB,Iowa,4.54,32,,,12
2021,Keith Taylor,CB,Washington,4.54,33.5,127,4.27,12
2016,Mekale McKay,WR,Cincinnati,4.55,35,123,4.63,12
2022,Treylon Burks,WR,Arkansas,4.55,33,122,4.4,12
2013,Micah Hyde,CB,Iowa,4.56,33,121,4.2,12
2015,P.J. Williams,CB,Florida State,4.57,40,132,4.28,12
2020,Eno Benjamin,RB,Arizona State,4.57,39,122,4.25,12
2020,Aaron Parker,WR,Rhode Island,4.57,26.5,112,4.23,12
2010,Perrish Cox,CB,Oklahoma State,4.58,32.5,113,,12
2011,Kevin Rutland,CB,Missouri,4.58,35.5,115,4.15,12
2016,Hunter Sharp,WR,Utah State,4.58,32.5,116,4.19,12
2015,Cam Worthy,WR,East Carolina,4.59,,,,12
2020,Grayland Arnold,CB,Baylor,4.59,33,120,4.3,12
2021,Dazz Newsome,WR,North Carolina,4.59,34,121,4.39,12
2020,Chris Miller,S,Baylor,4.61,35.5,133,4.12,12
2021,Adrian Hardy,WR,Louisiana Tech,4.61,37.5,124,4.5,12
2021,Osirus Mitchell,WR,Mississippi State,4.61,35.5,128,4.34,12
2005,Markus Curry,CB,Michigan,4.62,35,113,3.89,12
2016,Devon Cajuste,WR,Stanford,4.62,36,123,4.2,12
2020,Geno Stone,S,Iowa,4.62,33.5,116,,12
2013,Marc Anthony,CB,California,4.63,35,118,4.07,12
2006,Charles Gordon,CB,Kansas,4.64,35.5,115,4.2,12
2012,Ryan Steed,CB,Furman,4.64,34,121,4.22,12
2014,Jarvis Landry,WR,LSU,4.65,28.5,110,,12
2017,Travis Rudolph,WR,Florida State,4.65,31.5,114,4.46,12
2012,Robert Blanton,CB,Notre Dame,4.66,34,116,3.97,12
2011,Vincent Brown,WR,San Diego State,4.68,33.5,121,4.25,12
2015,Ladarius Gunter,CB,Miami (FL),4.69,33.5,108,4.41,12
2016,Nelson Spruce,WR,Colorado,4.69,35,114,4.2,12
2009,Nate Swift,WR,Nebraska,4.7,35.5,110,4.24,12
2016,Thomas Duarte,TE,UCLA,4.72,33.5,118,4.24,12
2014,Chris Boyd,WR,Vanderbilt,4.73,,,,12
2016,Shadrach Thornton,RB,North Carolina State,4.75,31,116,4.21,12
2008,Davone Bess,WR,Hawaii,4.77,31.5,118,4.27,12
2019,Mark McLaurin,S,Mississippi State,4.77,36,,4.46,12
2019,Jeff Allison,LB,Fresno State,4.82,31,115,4.45,12
2010,Stephan Virgil,CB,Virginia Tech,4.83,34,113,4.35,12
2021,Marquiss Spencer,DT,Mississippi State,4.87,31.5,111,4.51,12
2021,Cary Angeline,TE,North Carolina State,4.89,29,109,4.59,12
2019,Zach Gentry,TE,Michigan,4.9,29.5,110,4.53,12
2013,Damontre Moore,DE,Texas A&M,4.95,35.5,122,,12
2019,Parris Campbell,WR,Ohio State,4.31,40,135,4.03,11
2024,Brian Thomas,WR,Louisiana State,4.33,38.5,126,,11
2019,Darnell Savage,S,Maryland,4.36,39.5,126,4.14,11
2012,Jayron Hosley,CB,Virginia Tech,4.38,,,,11
2014,Phillip Gaines,CB,Rice,4.38,36.5,122,4.04,11
2012,Jarius Wright,WR,Arkansas,4.39,38,120,4.03,11
2019,Darius Slayton,WR,Auburn,4.39,40.5,135,4.15,11
2020,Javaris Davis,CB,Auburn,4.39,35.5,124,,11
2010,Kyle Williams,WR,Arizona State,4.4,33,118,4.19,11
2011,Roy Helu,RB,Nebraska,4.4,36.5,119,4.01,11
2005,Nick Collins,CB,Bethune-Cookman,4.42,40,113,4.16,11
2013,Rod Sweeting,CB,Georgia Tech,4.42,37,124,,11
2016,Trevor Davis,WR,California,4.42,38.5,124,4.22,11
2017,Tarik Cohen,RB,North Carolina A&T,4.42,31.5,118,,11
2017,Isaiah McKenzie,WR,Georgia,4.42,36,123,4.15,11
2012,LaVon Brazill,WR,Ohio,4.43,32.5,,,11
2017,Kevin King,CB,Washington,4.43,39.5,,3.89,11
2018,Deon Cain,WR,Clemson,4.43,33.5,115,4.37,11
2017,Gareon Conley,CB,Ohio State,4.44,37,129,4.18,11
2011,Jerrel Jernigan,WR,Troy,4.46,37.5,117,4.25,11
2021,Jaelon Darden,WR,North Texas,4.46,35.5,122,4.1,11
2013,Tavarres King,WR,Georgia,4.47,36.5,123,4.33,11
2014,Deion Belue,CB,Alabama,4.48,,,,11
2019,Xavier Crawford,CB,Central Michigan,4.48,37.5,,,11
2020,Jeff Okudah,CB,Ohio State,4.48,41,135,,11
2009,Aaron Kelly,WR,Clemson,4.49,38,119,4.45,11
2007,David Irons,CB,Auburn,4.5,29.5,111,4.3,11
2007,Kenny Irons,RB,Auburn,4.5,29.5,111,4.17,11
2020,Brandon Aiyuk,WR,Arizona State,4.5,40,128,,11
2020,CeeDee Lamb,WR,Oklahoma,4.5,34.5,124,,11
2021,Tylan Wallace,WR,Oklahoma State,4.5,33,112,4.25,11
2024,Cam Hart,CB,Notre Dame,4.5,39.5,130,4.24,11
2010,Jared Perry,WR,Missouri,4.51,33.5,121,4.39,11
2011,Andre Holmes,WR,Hillsdale,4.51,35,130,4.31,11
2017,Ryan Switzer,WR,North Carolina,4.51,32,116,4,11
2018,Chris Lacy,WR,Oklahoma State,4.51,33.5,120,,11
2018,D.J. Reed,CB,Kansas State,4.51,36.5,,,11
2021,Cade Johnson,WR,South Dakota State,4.51,35,114,,11
2010,Alterraun Verner,CB,UCLA,4.52,32,116,4.12,11
2012,Darius Hanks,WR,Alabama,4.52,34,117,,11
2013,Stedman Bailey,WR,West Virginia,4.52,34.5,117,4.09,11
2013,Terrance Williams,WR,Baylor,4.52,32.5,119,4.32,11
2014,Demetri Goodson,CB,Baylor,4.52,37,123,4.34,11
2017,Malachi Dupre,WR,LSU,4.52,39.5,135,4.26,11
2017,Cameron Sutton,CB,Tennessee,4.52,34,120,,11
2015,Javorius Allen,RB,Southern California,4.53,35.5,121,4.28,11
2016,LeShaun Sims,CB,Southern Utah,4.53,37,120,4.19,11
2017,Chad Hansen,WR,California,4.53,35,119,4.13,11
2021,Rachad Wildgoose,CB,Wisconsin,4.53,36,120,4.18,11
2007,Ryan Smith,CB,Florida,4.54,,122,4.09,11
2017,Damontae Kazee,CB,San Diego State,4.54,34,124,,11
2016,Tajae Sharpe,WR,Massachusetts,4.55,33.5,114,,11
2017,Keevan Lucas,WR,Tulsa,4.55,32.5,119,4.43,11
2019,Damarkus Lodge,WR,Mississippi,4.55,33.5,119,4.53,11
2021,Benjamin St-Juste,CB,Minnesota,4.55,34.5,119,4.01,11
2022,Montaric Brown,CB,Arkansas,4.55,34,122,4.44,11
2013,Cobi Hamilton,WR,Arkansas,4.56,29.5,107,4.31,11
2015,Justin Hardy,WR,East Carolina,4.56,36.5,114,4.21,11
2017,Gabe Marks,WR,Washington State,4.56,29.5,117,4.2,11
2016,Tyler Boyd,WR,Pittsburgh,4.58,34,119,4.35,11
2016,Xavien Howard,CB,Baylor,4.58,33,122,4.15,11
2010,Cornelius Brown,CB,Texas-El Paso,4.59,31.5,118,4.24,11
2014,Pierre Desir,CB,Lindenwood,4.59,35,133,4.3,11
2017,James Quick,WR,Louisville,4.6,31,115,4.39,11
2008,Justin McKinney,CB,Kansas State,4.61,29.5,109,,11
2015,Marcus Murphy,RB,Missouri,4.61,29,109,4.4,11
2019,Ryan Pulley,CB,Arkansas,4.61,31,111,,11
2010,Shay Hodge,WR,Mississippi,4.62,33.5,117,4.32,11
2012,Jarrett Boykin,WR,Virginia Tech,4.62,36,123,4.28,11
2014,Bashaud Breeland,CB,Clemson,4.62,34.5,123,4.33,11
2014,Willie Snead,WR,Ball State,4.62,33.5,112,4.39,11
2017,Treston Decoud,CB,Oregon State,4.62,31,116,,11
2017,Jahad Thomas,RB,Temple,4.62,32,116,,11
2020,Omar Bayless,WR,Arkansas State,4.62,36,123,4.5,11
2021,DJ Daniel,CB,Georgia,4.62,31,119,4.12,11
2018,Simmie Cobbs,WR,Indiana,4.64,30,113,4.32,11
2018,Justin Crawford,RB,West Virginia,4.64,33.5,122,,11
2012,Josh Cooper,WR,Oklahoma State,4.65,,,,11
2021,Otis Anderson,RB,Central Florida,4.65,36,113,4.42,11
2021,Branden Mack,WR,Temple,4.66,31,115,4.37,11
2014,Josh Stewart,WR,Oklahoma State,4.69,35,116,4.33,11
2021,Warren Jackson,WR,Colorado State,4.72,33.5,123,4.51,11
2017,Kevin Davis,LB,Colorado State,4.91,30.5,110,4.5,11
2010,Trindon Holliday,WR,LSU,4.21,42,116,4.48,10
2016,Will Fuller,WR,Notre Dame,4.32,33.5,126,4.27,10
2016,William Jackson,CB,Houston,4.37,,116,,10
2007,Kenny Scott,CB,Georgia Tech,4.4,40,127,,10
2017,Josh Malone,WR,Tennessee,4.4,30.5,121,4.19,10
