Year,Player,Position,College,40,Vertical,Broad,Shuttle,Bench
2017,Marlon Humphrey,CB,Alabama,4.41,,125,4.28,10
2015,Devin Smith,WR,Ohio State,4.42,39,122,4.15,10
2014,Albert Wilson,WR,Georgia State,4.43,37.5,123,4.21,10
2016,Kenyan Drake,RB,Alabama,4.45,34.5,123,4.21,10
2017,Stacy Coley,WR,Miami (FL),4.45,34,122,4.39,10
2007,Travarous Bain,CB,Hampton,4.46,,,,10
2010,Dominique Franks,CB,Oklahoma,4.46,33.5,117,4.33,10
2012,Derek Moye,WR,Penn State,4.46,33.5,115,4.23,10
2013,Greg Reid,CB,Florida State,4.46,,,,10
2016,Briean Boddy-Calhoun,CB,Minnesota,4.47,35,123,4.22,10
2017,Jehu Chesson,WR,Michigan,4.47,35.5,132,4.09,10
2008,Keenan Burton,WR,Kentucky,4.48,38.5,125,4.2,10
2011,Joseph Morgan,WR,Michigan State,4.48,35.5,123,4.25,10
2017,Christian McCaffrey,RB,Stanford,4.48,37.5,121,4.22,10
2016,Cyrus Jones,CB,Alabama,4.49,33,116,4.21,10
2008,Aqib Talib,CB,Kansas,4.5,38,131,4.22,10
2009,Sean Smith,CB,Utah,4.5,34,119,4.15,10
2013,Tyrone Goard,WR,Eastern Kentucky,4.5,36,123,4.39,10
2020,Trajan Bandy,CB,Miami (FL),4.5,,,,10
2021,Ihmir Smith-Marsette,WR,Iowa,4.5,37,124,4.23,10
2011,Curtis Brown,CB,Texas,4.51,39.5,128,4,10
2015,Kaelin Clay,WR,Utah,4.51,33,113,4.26,10
2017,Fred Ross,WR,Mississippi State,4.51,35,113,4.28,10
2017,Sojourn Shelton,CB,Wisconsin,4.51,35,120,4.02,10
2018,Michael Gallup,WR,Colorado State,4.51,36,122,4.37,10
2013,DaRick Rogers,WR,Tennessee Tech,4.52,39.5,132,4.06,10
2014,Mike Davis,WR,Texas,4.52,34,116,4.18,10
2005,Antonio Perkins,CB,Oklahoma,4.53,40,126,4.07,10
2011,Dwayne Harris,WR,East Carolina,4.53,34,111,4.21,10
2013,Nickell Robey,CB,Southern California,4.53,37.5,127,4.09,10
2016,Chris Moore,WR,Cincinnati,4.53,37,130,4.2,10
2021,AJ Parker,CB,Kansas State,4.53,33.5,117,4.37,10
2006,DeMario Minter,CB,Georgia,4.54,38.5,131,4.1,10
2013,Leon McFadden,CB,San Diego State,4.54,34.5,119,4.27,10
2011,Chris Rucker,CB,Michigan State,4.55,,,,10
2014,Ross Cockrell,CB,Duke,4.56,36.5,122,4.32,10
2015,Jamison Crowder,WR,Duke,4.56,37,115,4.32,10
2017,Jesus Wilson,WR,Florida State,4.57,,119,4.57,10
2020,Lamar Jackson,CB,Nebraska,4.58,36.5,122,,10
2021,Demetric Felton,RB,UCLA,4.59,31.5,114,4.5,10
2006,Antonio Malone,CB,Toledo,4.61,34,111,4.1,10
2013,Johnthan Banks,CB,Mississippi State,4.61,34,125,4.27,10
2015,Tony Lippett,WR,Michigan State,4.61,36,114,4.13,10
2014,Bene Benwikere,CB,San Jose State,4.63,40.5,122,4.38,10
2014,Walter Powell,WR,Murray State (KY),4.63,31.5,120,4.23,10
2014,Walter Powell,WR,Murray State (OK),4.63,31.5,120,4.23,10
2020,Malcolm Perry,WR,Navy,4.63,36,122,4.31,10
2017,Drew Morgan,WR,Arkansas,4.74,30,112,4.12,10
2019,Mike Bell,S,Fresno State,4.83,30,118,4.46,10
2020,Darnell Mooney,WR,Tulane,4.38,37,124,,9
2021,Kadarius Toney,WR,Florida,4.38,39.5,136,4.23,9
2021,Robert Rochell,CB,Central Arkansas,4.41,43,133,4.08,9
2009,Marko Mitchell,WR,Nevada,4.43,32,116,4.33,9
2014,Kendall James,CB,Maine,4.44,39,,4.19,9
2016,Tavon Young,CB,Temple,4.46,34.5,118,3.93,9
2021,Bailey Gaither,WR,San Jose State,4.48,31,121,4.39,9
2009,Donald Washington,CB,Ohio State,4.5,45,135,4.2,9
2015,Lorenzo Doss,CB,Tulane,4.5,33.5,115,4.26,9
2005,Corey Webster,CB,LSU,4.51,,,,9
2010,Trevard Lindley,CB,Kentucky,4.51,38.5,116,4.27,9
2013,Tharold Simon,CB,LSU,4.51,34,128,,9
2013,Aaron Mellette,WR,Elon,4.54,33.5,123,4.41,9
2017,Victor Bolden,WR,Oregon State,4.54,32,117,4.22,9
2018,Cedrick Wilson,WR,Boise State,4.55,37,121,4.23,9
2011,Marshall Williams,WR,Wake Forest,4.56,35.5,123,4.09,9
2019,Andrew Wingard,S,Wyoming,4.56,36.5,121,4.2,9
2019,Alijah Holder,CB,Stanford,4.6,36,121,4.15,9
2020,Ben Victor,WR,Ohio State,4.6,35,128,,9
2008,Marcus Monk,WR,Arkansas,4.61,34.5,119,4.3,9
2020,Isaiah Hodgins,WR,Oregon State,4.61,36.5,124,4.12,9
2017,Teez Tabor,CB,Florida,4.62,31,120,,9
2017,Noel Thomas,WR,Connecticut,4.63,32.5,118,,9
2016,Cayleb Jones,WR,Arizona,4.65,33.5,,4.14,9
2010,Dezmon Briscoe,WR,Kansas,4.66,33,115,4.57,9
2013,Brandon Kaufman,WR,Eastern Washington,4.67,33.5,115,4.44,9
2018,Jake Wieneke,WR,South Dakota State,4.67,34,114,4.37,9
2017,Kendrick Bourne,WR,Eastern Washington,4.68,34,125,4.21,9
2019,Montre Hartage,CB,Northwestern,4.68,34.5,123,4.08,9
2007,Gary Russell,RB,Minnesota,4.84,31.5,113,4.54,9
2012,T.J. Graham,WR,North Carolina State,4.34,33.5,120,4.18,8
2010,David Pender,CB,Purdue,4.37,39,124,,8
2021,Kary Vincent,CB,Louisiana State,4.39,35.5,117,,8
2009,Brandon Hughes,CB,Oregon State,4.4,36.5,128,4.23,8
2017,Quincy Adeboyejo,WR,Mississippi,4.42,34.5,123,4.14,8
2019,Derrek Thomas,CB,Baylor,4.43,39.5,131,,8
2017,Rodney Adams,WR,South Florida,4.44,29.5,125,4.28,8
2017,Kermit Whitfield,WR,Florida State,4.44,32.5,120,4.37,8
2019,Jazz Ferguson,WR,Northwestern State (LA),4.45,37,123,4.59,8
2014,L'Damian Washington,WR,Missouri,4.46,32,114,4.35,8
2006,Darrell Hunter,CB,Miami (OH),4.47,36,123,4.11,8
2014,Kevin Norwood,WR,Alabama,4.48,33,121,4.32,8
2014,DeAnthony Thomas,RB,Oregon,4.5,32,123,,8
2017,Shelton Gibson,WR,West Virginia,4.5,32,118,4.2,8
2018,Jordan Lasley,WR,UCLA,4.5,34.5,112,4.19,8
2018,Isaac Yiadom,CB,Boston College,4.52,,120,4.18,8
2019,Hamp Cheevers,CB,Boston College,4.52,39,122,4.25,8
2010,Mike Williams,WR,Syracuse,4.53,33.5,116,4.31,8
2012,DeAndre Presley,CB,Appalachian State,4.53,32,114,4.28,8
2013,Quinton Patton,WR,Louisiana Tech,4.53,33,118,4.01,8
2013,Jordan Poyer,CB,Oregon State,4.54,30.5,118,4.18,8
2013,Kenbrell Thompkins,WR,Cincinnati,4.54,33.5,121,4.21,8
2016,Johnny Holton,WR,Cincinnati,4.54,31.5,123,,8
2016,Roger Lewis,WR,Bowling Green,4.57,33.5,116,,8
2005,Aric Williams,CB,Oregon State,4.58,36,117,,8
2014,Marcus Roberson,CB,Florida,4.61,37.5,120,4.08,8
2015,Chris Jones,WR,Alabama,4.63,32.5,119,4.19,8
2019,Nyqwan Murray,WR,Florida State,4.63,34,113,4.4,8
2014,Ryan Grant,WR,Tulane,4.64,35.5,117,4.11,8
2009,Tiquan Underwood,WR,Rutgers,4.31,41.5,129,4.11,7
2018,Donte Jackson,CB,LSU,4.32,,124,,7
2010,A.J. Jefferson,CB,Fresno State,4.42,44,126,4,7
2015,Kenny Bell,WR,Nebraska,4.42,41.5,129,4.15,7
2014,Odell Beckham,WR,LSU,4.43,38.5,122,3.94,7
2010,Chris Cook,CB,Virginia,4.45,38,132,4.23,7
2009,Domonique Johnson,CB,Jackson State,4.5,32,116,4.3,7
2013,Marquess Wilson,WR,Washington State,4.51,34.5,122,4.33,7
2014,Austin Franklin,WR,New Mexico State,4.56,36,123,4.33,7
2020,Chris Finke,WR,Notre Dame,4.57,40,,,7
2013,Ace Sanders,WR,South Carolina,4.58,32,117,4.37,7
2013,Alec Lemon,WR,Syracuse,4.59,32,112,4.29,7
2019,Hunter Renfrow,WR,Clemson,4.59,35,116,4.19,7
2015,Garry Peters,CB,Clemson,4.61,32.5,119,4,7
2012,Chase Minnifield,CB,Virginia,4.65,,,,7
2021,Tyler Vaughns,WR,Southern California,4.69,31.5,120,4.4,7
2005,Chris McKenzie,CB,Arizona State,4.37,45,133,4.32,6
2018,Richie James,WR,Middle Tennessee State,4.48,35.5,122,4.16,6
2009,Bruce Johnson,CB,Miami (FL),4.49,34.5,125,4.05,6
2019,Jordan Miller,CB,Washington,4.49,37,125,,6
2011,Owen Spencer,WR,North Carolina State,4.51,37.5,125,4.18,6
2013,Darius Johnson,WR,Southern Methodist,4.6,32,109,4.53,6
2014,Loucheiz Purifoy,CB,Florida,4.61,35.5,120,,6
2018,Henre Toliver,CB,Arkansas,4.63,32.5,117,4.15,6
2016,Harlan Miller,CB,Southeastern Louisiana,4.65,35.5,118,4.43,6
2021,Rakeem Boyd,RB,Arkansas,4.7,32.5,98,4.38,6
2011,Demarcus Van Dyke,CB,Miami (FL),4.25,33.5,121,4.09,5
2017,Donnel Pumphrey,RB,San Diego State,4.48,33.5,117,4.46,5
2017,Channing Stribling,CB,Michigan,4.6,31.5,114,4.56,5
2021,Pooka Williams,RB,Kansas,4.46,31.5,118,4.26,4
2013,Tyrann Mathieu,CB,LSU,4.5,34,117,4.14,4
2014,Jared Abbrederis,WR,Wisconsin,4.5,30.5,116,4.08,4
2013,Demetrius McCray,CB,Appalachian State,4.54,36,126,4.32,4
2018,Jordan Thomas,CB,Oklahoma,4.64,38,124,3.94,4
2011,Jamel Hamler,WR,Fresno State,4.68,32,112,4.18,4
2021,Damonte Coxie,WR,Memphis,4.77,30.5,122,4.45,4
2021,Brontae Harris,CB,Alabama-Birmingham,4.87,30.5,105,4.54,3
2010,Joshua Moore,CB,Kansas State,4.5,36.5,122,4.07,2
2021,Bryan Mills,CB,North Carolina Central,4.6,37,124,4.31,2
2024,Xavier Worthy,WR,Texas,4.21,41,131,,
2017,John Ross,WR,Washington,4.22,37,133,4.33,
2022,Kalon Barnes,CB,Baylor,4.23,,,,
2005,Jerome Mathis,WR,Hampton,4.26,35.5,123,,
2022,Tariq Woolen,CB,Texas-San Antonio,4.26,42,,,
2023,DJ Turner,CB,Michigan,4.26,38.5,131,,
2020,Henry Ruggs,WR,Alabama,4.27,42,131,,
2015,Corey Grant,RB,Auburn,4.28,,,,
2015,J.J. Nelson,WR,Alabama-Birmingham,4.28,36,127,4.15,
2022,Tyquan Thornton,WR,Baylor,4.28,36.5,130,,
2024,Nate Wiggins,CB,Clemson,4.28,36,127,,
2009,Johnny Knox,WR,Abilene Christian,4.29,35,122,4.15,
2008,Chris Johnson,RB,East Carolina,4.3,35,130,,
2009,Mike Thomas,WR,Arizona,4.3,40.5,126,4.28,
2015,Joe Hill,RB,Utah State,4.3,,,,
2023,Jakorian Bennett,CB,Maryland,4.3,40.5,133,,
2022,Velus Jones,WR,Tennessee,4.31,33,121,,
2010,Akwasi Owusu-Ansah,CB,Indiana,4.32,35.5,120,4.32,
2021,Rondale Moore,WR,Purdue,4.32,42.5,126,4.1,
2022,Calvin Austin,WR,Memphis,4.32,39,135,4.07,
2023,Devon Achane,RB,Texas A&M,4.32,33,,,
2005,Stanford Routt,CB,Houston,4.33,36.5,127,3.9,
2012,Robert Griffin,QB,Baylor,4.33,39,120,,
2022,Danny Gray,WR,Southern Methodist (TX),4.33,34,126,,
2022,Zyon McCollum,CB,Sam Houston State (TX),4.33,39.5,132,3.94,
2023,Trey Palmer,WR,Nebraska,4.33,29.5,114,,
2024,Isaac Guerendo,RB,Louisville,4.33,41.5,129,,
2005,Troy Williamson,WR,South Carolina,4.34,37,,4.18,
2006,Tye Hill,CB,Clemson,4.34,41,129,4.01,
2007,Yamon Figurs,WR,Kansas State,4.34,,123,4.21,
2011,Ricardo Lockette,WR,Fort Valley State,4.34,35.5,127,4.19,
2012,Lamar Miller,RB,Miami (FL),4.34,33,,,
2013,Onterio McCalebb,RB,Auburn,4.34,34,121,,
2014,John Brown,WR,Pittsburgh State (KS),4.34,36.5,117,4.12,
2015,Raheem Mostert,RB,Purdue,4.34,,,,
2021,JaMarr Chase,WR,Louisiana State,4.34,41,132,3.99,
2022,Bo Melton,WR,Rutgers,4.34,38,121,,
2024,Adonai Mitchell,WR,Texas,4.34,39.5,136,,
2024,Decamerion Richardson,CB,Mississippi State,4.34,35,128,,
2006,Chad Jackson,WR,Florida,4.35,38.5,122,3.97,
2007,Jason Hill,WR,Washington State,4.35,37,123,4.22,
2009,Demetrius Byrd,WR,LSU,4.35,31.5,117,,
2017,Fabian Moreau,CB,UCLA,4.35,38,136,4.12,
2020,Quez Watkins,WR,Southern Mississippi,4.35,36.5,125,4.36,
2021,Kelvin Joseph,CB,Kentucky,4.35,35,128,4.23,
2023,Deonte Banks,CB,Maryland,4.35,42,136,,
2023,Emmanuel Forbes,CB,Mississippi State,4.35,37.5,131,,
2008,Orlando Scandrick,CB,Boise State,4.36,33.5,125,,
2009,Kevin Ogletree,WR,Virginia,4.36,36,122,4.08,
2012,Michael Smith,RB,Utah State,4.36,,,,
2017,Marshon Lattimore,CB,Ohio State,4.36,38.5,132,4.12,
2022,Alontae Taylor,CB,Tennessee,4.36,34.5,128,,
2022,Christian Watson,WR,North Dakota State,4.36,38.5,136,,
2023,Derius Davis,WR,Texas Christian,4.36,,,,
2023,Jahmyr Gibbs,RB,Alabama,4.36,33.5,,,
2023,Kelee Ringo,CB,Georgia,4.36,33.5,122,,
2023,Darius Rush,CB,South Carolina,4.36,35,121,,
2024,Nehemiah Pritchett,CB,Auburn,4.36,34.5,,,
2024,Devontez Walker,WR,North Carolina,4.36,40.5,134,,
2008,Dexter Jackson,WR,Appalachian State,4.37,29.5,122,4.38,
2009,Kenny McKinley,WR,South Carolina,4.37,37,113,4.1,
2012,T.Y. Hilton,WR,Florida International,4.37,,,,
2013,Dee Milliner,CB,Alabama,4.37,36,122,4.32,
2019,Greedy Williams,CB,LSU,4.37,,,,
2022,Isaih Pacheco,RB,Rutgers,4.37,33,118,,
2022,Pierre Strong,RB,South Dakota State,4.37,36,124,,
2023,Matt Landers,WR,Arkansas,4.37,37,130,,
2023,Keaton Mitchell,RB,East Carolina (NC),4.37,38,126,,
2007,Calvin Johnson,WR,Georgia Tech,4.38,,,,
2008,Darren McFadden,RB,Arkansas,4.38,33,128,,
2011,Chimdi Chekwa,CB,Ohio State,4.38,34.5,126,,
2012,David Wilson,RB,Virginia Tech,4.38,41,132,4.12,
2014,Jason Verrett,CB,Texas Christian,4.38,39,127,4,
2015,George Farmer,WR,Southern California,4.38,,,,
2015,Akeem Hunt,RB,Purdue,4.38,,,,
2015,Venric Mark,RB,West Texas A&M,4.38,,,,
2015,Shane Wynn,WR,Indiana,4.38,,,,
2018,Nyheim Hines,RB,North Carolina State,4.38,35.5,119,4.35,
2022,Tariq Castro-Fields,CB,Penn State,4.38,,,,
2022,Ty Chandler,RB,North Carolina,4.38,31,121,,
2022,Decobie Durant,CB,South Carolina State,4.38,,,,
2022,DVonte Price,RB,Florida International,4.38,34,119,,
2022,Cam Taylor-Britt,CB,Nebraska,4.38,,,,
2022,Kenneth Walker,RB,Michigan State,4.38,34,122,,
2022,Garrett Wilson,WR,Ohio State,4.38,36,123,4.36,
2023,Bryce Ford-Wheaton,WR,West Virginia,4.38,41,129,,
2023,Christian Gonzalez,CB,Oregon,4.38,41.5,133,,
2023,Marvin Mims,WR,Oklahoma,4.38,39.5,129,,
2024,Jacob Cowing,WR,Arizona,4.38,36,119,4.32,
2024,Daequan Hardy,CB,Penn State,4.38,42.5,126,,
2024,Jarrian Jones,CB,Florida State,4.38,39.5,129,,
2024,Deantre Prince,CB,Mississippi,4.38,34.5,125,,
2024,Jaylen Wright,RB,Tennessee,4.38,38,134,,
2007,David Clowney,WR,Virginia Tech,4.39,32.5,123,4.15,
2008,Andre Caldwell,WR,Florida,4.39,33,124,4.11,
2008,Will Franklin,WR,Missouri,4.39,34.5,,,
2012,Isaiah Pead,RB,Cincinnati,4.39,33,116,4.32,
2015,Damiere Byrd,WR,South Carolina,4.39,,,,
2020,Devin Duvernay,WR,Texas,4.39,35.5,123,4.2,
2020,Isaiah Simmons,LB,Clemson,4.39,39,132,,
2021,Tutu Atwell,WR,Louisville,4.39,33,117,4.09,
2021,Racey McMath,WR,Louisiana State,4.39,34,125,4.4,
2021,Chris Wilcox,CB,Brigham Young,4.39,37.5,126,4.3,
2022,Kaiir Elam,CB,Florida,4.39,,,,
2022,Breece Hall,RB,Iowa State,4.39,40,126,,
2022,Damarri Mathis,CB,Pittsburgh,4.39,,,,
2022,Chris Olave,WR,Ohio State,4.39,32,124,,
2024,Trey Benson,RB,Florida State,4.39,33.5,122,,
2024,Anthony Gould,WR,Oregon State,4.39,39.5,129,4.16,
2024,Xavier Legette,WR,South Carolina,4.39,40,126,,
2024,Max Melton,CB,Rutgers,4.39,40.5,136,,
2005,Roscoe Parrish,WR,Miami (FL),4.4,,,,
2006,Devin Aromashodu,WR,Auburn,4.4,39,120,4.16,
2006,Sinorice Moss,WR,Miami (FL),4.4,,,,
2007,Robert Meachem,WR,Tennessee,4.4,37.5,121,4.31,
2007,Jonathan Wade,CB,Tennessee,4.4,40.5,126,4.4,
2008,DeSean Jackson,WR,California,4.4,,120,,
2014,Paul Richardson,WR,Colorado,4.4,38,123,,
2015,Nick Hill,RB,Michigan State,4.4,,,,
2015,Tyler Lockett,WR,Kansas State,4.4,35.5,121,4.07,
2019,Isaiah Johnson,CB,Houston,4.4,36.5,133,4.06,
2021,DWayne Eskridge,WR,Western Michigan,4.4,35,124,4.27,
2022,Zamir White,RB,Georgia,4.4,33.5,128,,
2023,Jalin Hyatt,WR,Tennessee,4.4,40,135,,
2023,Jalen Moreno-Cropper,WR,Frenso State (CA),4.4,,121,,
2023,Tre Tucker,WR,Cincinnati,4.4,37.5,124,,
2005,Leron McCoy,WR,Indiana,4.41,37,119,4.21,
2005,Courtney Roby,WR,Indiana,4.41,36.5,125,3.94,
2006,Willie Reid,WR,Florida State,4.41,37.5,117,4.26,
2007,Adrian Peterson,RB,Oklahoma,4.41,38.5,127,4.4,
2008,Anthony Alridge,RB,Houston,4.41,30.5,134,,
2008,Jamaal Charles,RB,Texas,4.41,30.5,122,4.22,
2009,Darius Butler,CB,Connecticut,4.41,43,134,4.18,
2012,Janoris Jenkins,CB,North Alabama,4.41,33.5,121,4.13,
2013,Sanders Commings,CB,Georgia,4.41,34.5,117,4.3,
2018,Antonio Callaway,WR,Florida,4.41,34,121,,
2018,Robert Foster,WR,Alabama,4.41,31,116,4.2,
2022,Ahmad Gardner,CB,Cincinnati,4.41,,,,
2022,Skyy Moore,WR,Western Michigan,4.41,34.5,125,4.32,
2022,Alec Pierce,WR,Cincinnati,4.41,40.5,129,4.28,
2023,TreVius Hodges-Tomlinson,CB,Texas Christian,4.41,39,132,,
2023,Deneric Prince,RB,Tulsa (OK),4.41,35.5,124,,
2023,Terell Smith,CB,Minnesota,4.41,34,120,,
2024,Troy Franklin,WR,Oregon,4.41,39,124,4.31,
2007,Aundrae Allison,WR,East Carolina,4.42,37,127,,
2013,Cordarrelle Patterson,WR,Tennessee,4.42,37,128,,
2015,Amari Cooper,WR,Alabama,4.42,33,120,3.98,
2015,Tony Jones,WR,Northwestern,4.42,,,,
2015,Jeremy Langford,RB,Michigan State,4.42,34.5,118,4.32,
2015,Shakim Phillips,WR,Boston College,4.42,,,,
2015,Tacoi Sumler,WR,Appalachian State,4.42,,,,
2017,Adoree Jackson,CB,Southern California,4.42,36,122,,
2017,Michael Rector,WR,Stanford,4.42,36.5,129,4.19,
2022,James Cook,RB,Georgia,4.42,33,124,,
2022,Tyler Goodson,RB,Iowa,4.42,36.5,123,,
2022,Isaac Taylor-Stuart,CB,Southern California,4.42,,123,,
2023,KeiTrel Clark,CB,Louisville,4.42,34.5,122,,
2023,Jacob Copeland,WR,Maryland,4.42,33,127,,
2023,Zay Flowers,WR,Boston College,4.42,35.5,127,,
2024,D.J. James,CB,Auburn,4.42,,,,
2024,Keilan Robinson,RB,Texas,4.42,33,125,,
2005,Mark Bradley,WR,Oklahoma,4.43,39.5,128,3.98,
2005,Mark Clayton,WR,Oklahoma,4.43,36.5,117,4.07,
2005,Terrence Murphy,WR,Texas A&M,4.43,,,,
2006,Reggie McNeal,QB,Texas A&M,4.43,32,121,4.25,
2006,Jeff Webb,WR,San Diego State,4.43,37,126,4.08,
2008,Chad Simpson,RB,Morgan State,4.43,32.5,124,,
2008,Devin Thomas,WR,Michigan State,4.43,28,126,4.26,
2009,Dominique Edison,WR,Stephen F. Austin,4.43,37,120,4.18,
2010,Brandon Banks,WR,Kansas State,4.43,31,113,4.29,
2011,Titus Young,WR,Boise State,4.43,,123,,
2013,Denard Robinson,WR,Michigan,4.43,36.5,123,4.22,
2015,Jordon James,RB,UCLA,4.43,,,,
2015,Tyrell Williams,WR,Western Oregon,4.43,,,,
2016,Ken Crawley,CB,Colorado,4.43,36.5,119,,
2020,John Hightower,WR,Boise State,4.43,38.5,122,4.21,
2020,Justin Jefferson,WR,LSU,4.43,37.5,126,,
2021,Rashod Bateman,WR,Minnesota,4.43,36,123,4.35,
2022,Kevin Austin,WR,Notre Dame,4.43,39,132,4.15,
2022,Jahan Dotson,WR,Penn State,4.43,36,121,,
2022,Trestan Ebner,RB,Baylor,4.43,30,,,
2022,Khalil Shakir,WR,Boise State,4.43,34.5,124,4.21,
2023,Chase Brown,RB,Illinois,4.43,40,127,,
2023,Andrei Iosivas,WR,Princeton,4.43,39,128,,
2023,Charlie Jones,WR,Purdue,4.43,36.5,124,,
2023,Anthony Richardson,QB,Florida,4.43,40.5,129,,
2023,Cam Smith,CB,South Carolina,4.43,38,134,,
2024,Lideatrick Griffin,WR,Mississippi State,4.43,35.5,124,4.35,
2006,Kelly Jennings,CB,Miami (FL),4.44,40,120,4,
2008,Jerome Simpson,WR,Coastal Carolina,4.44,37.5,136,4.52,
2009,Juaquin Iglesias,WR,Oklahoma,4.44,34.5,116,4.4,
2012,Brandon Boykin,CB,Georgia,4.44,,,,
2013,Justin Hunter,WR,Tennessee,4.44,39.5,136,4.33,
2014,Jalen Saunders,WR,Oklahoma,4.44,34,122,,
2015,Quinton Dunbar,WR,Florida,4.44,,,,
2015,Charles Gaines,CB,Louisville,4.44,34.5,123,4.2,
2015,Antwan Goodley,WR,Baylor,4.44,,,,
2015,Jaelen Strong,WR,Arizona State,4.44,42,123,,
2015,DeAndrew White,WR,Alabama,4.44,34.5,118,4.18,
2019,Sheldrick Redwine,S,Miami (FL),4.44,39,130,4.14,
2020,Anthony McFarland,RB,Maryland,4.44,29.5,116,,
2022,Trent McDuffie,CB,Washington,4.44,,,,
2022,WanDale Robinson,WR,Kentucky,4.44,34.5,118,,
2023,Demario Douglas,WR,Liberty (VA),4.44,39.5,134,,
2023,Rakim Jarrett,WR,Maryland,4.44,35.5,123,,
2023,Tyler Scott,WR,Cincinnati,4.44,39.5,133,,
2023,Carrington Valentine,CB,Kentucky,4.44,39,128,,
2024,Cornelius Johnson,WR,Michigan,4.44,37.5,127,,
2024,Elijah Jones,CB,Boston College,4.44,42.5,131,,
2006,Derek Hagan,WR,Arizona State,4.45,36,124,4.07,
2006,Ben Obomanu,WR,Auburn,4.45,38,116,4.21,
2006,Dee Webb,CB,Florida,4.45,36.5,121,,
2007,Mike Mason,WR,Tennessee State,4.45,39.5,129,4.08,
2007,Steve Smith,WR,Southern California,4.45,38,120,4.19,
2009,Kevin Barnes,CB,Maryland,4.45,38.5,128,3.96,
2009,Jeremy Maclin,WR,Missouri,4.45,,,,
2012,Coryell Judie,CB,Texas A&M,4.45,37,126,4.25,
2017,Ahkello Witherspoon,CB,Colorado,4.45,40.5,126,4.13,
2019,Johnathan Abram,S,Mississippi State,4.45,33.5,116,,
2020,Isaiah Coulter,WR,Rhode Island,4.45,36,121,4.62,
2020,Jerry Jeudy,WR,Alabama,4.45,35,120,4.53,
2020,Michael Ojemudia,CB,Iowa,4.45,36,122,4.21,
2020,Jeff Thomas,WR,Miami (FL),4.45,36.5,125,,
2020,Antoine Winfield,S,Minnesota,4.45,36,124,,
2022,Tyler Badie,RB,Missouri,4.45,33.5,121,,
2023,Riley Moss,CB,Iowa,4.45,39,127,,
2023,Jayden Reed,WR,Michigan State,4.45,33.5,121,,
2023,Tyrique Stevenson,CB,Miami (FL),4.45,38.5,125,,
2024,Jermaine Burton,WR,Alabama,4.45,38.5,133,,
2024,M.J. Devonshire,CB,Pittsburgh,4.45,38.5,124,4.35,
2024,Rome Odunze,WR,Washington,4.45,39,124,4.03,
2024,Jaden Shirden,RB,Monmouth (NJ),4.45,34.5,117,,
2005,Craig Bragg,WR,UCLA,4.46,36,,,
2005,Dan Sheldon,WR,Northern Illinois,4.46,,,,
2006,Adam Jennings,WR,Fresno State,4.46,37.5,118,4.12,
2007,Anthony Gonzalez,WR,Ohio State,4.46,38,123,4.08,
2007,Chandler Williams,WR,Florida International,4.46,32.5,123,4.29,
2009,Donald Brown,RB,Connecticut,4.46,41.5,125,4.1,
2009,Brian Robiskie,WR,Ohio State,4.46,37.5,,4.19,
2014,Tevin Reese,WR,Baylor,4.46,41,132,4.18,
2015,Stefon Diggs,WR,Maryland,4.46,35,115,4.32,
2015,Chris Dunkley,CB,South Florida,4.46,,,,
2015,Keanon Lowe,WR,Oregon,4.46,,,,
2016,Artie Burns,CB,Miami (FL),4.46,31.5,,,
2019,Trayvon Mullen,CB,Clemson,4.46,34.5,123,,
2020,Kristian Fulton,CB,LSU,4.46,35.5,123,4.36,
2021,Justin Fields,QB,Ohio State,4.46,,119,,
2021,Javian Hawkins,RB,Louisville,4.46,36,116,4.25,
2021,Shi Smith,WR,South Carolina,4.46,36,123,4.22,
2022,Akayleb Evans,CB,Missouri,4.46,36,129,,
2022,Jerome Ford,RB,Cincinnati,4.46,31,118,,
2023,Darrell Luter,CB,South Alabama,4.46,40.5,123,,
2023,Jonathan Mingo,WR,Mississippi,4.46,39.5,129,,
2023,Joey Porter,CB,Penn State,4.46,35,129,,
2023,Bijan Robinson,RB,Texas,4.46,37,124,,
2024,Marcellas Dial,CB,South Carolina,4.46,40.5,129,,
2024,Luke McCaffrey,WR,Rice (TX),4.46,36,121,4.02,
2024,Jamari Thrash,WR,Louisville,4.46,34,120,,
2005,Brandon Jones,WR,Oklahoma,4.47,37,114,4.08,
2006,Greg Jennings,WR,Western Michigan,4.47,36.5,117,4.16,
2006,Jonathan Orr,WR,Wisconsin,4.47,35.5,119,4.16,
2008,Brandon Breazell,WR,UCLA,4.47,30.5,115,,
2011,Tyrod Taylor,QB,Virginia Tech,4.47,37.5,126,4.09,
2012,Daryl Richardson,RB,Abilene Christian,4.47,,,,
2015,Vernon Johnson,WR,Texas A&M-Commerce,4.47,,,,
2016,Ezekiel Elliott,RB,Ohio State,4.47,32.5,118,,
2016,Jordan Payton,WR,UCLA,4.47,34.5,121,4.33,
2017,Sidney Jones,CB,Washington,4.47,33.5,123,4.28,
2020,Stephen Guidry,WR,Mississippi State,4.47,34,125,4.46,
2022,George Pickens,WR,Georgia,4.47,33,125,,
2023,Mekhi Blackmon,CB,Southern California,4.47,36,125,,
2023,Antoine Green,WR,North Carolina,4.47,33.5,123,,
2023,Evan Hull,RB,Northwestern,4.47,37,123,,
2023,Cameron Mitchell,CB,Northwestern,4.47,35,,,
